sample_id,split,kind,speech_speaker,speech_file,music_track_id,music_license,snr_db,npy_path
380,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0036.flac,,,,/tmp/phi1/dataset/000380.npy
381,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0004.flac,,,,/tmp/phi1/dataset/000381.npy
382,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0007.flac,,,,/tmp/phi1/dataset/000382.npy
383,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0014.flac,,,,/tmp/phi1/dataset/000383.npy
384,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64029/5694-64029-0006.flac,,,,/tmp/phi1/dataset/000384.npy
385,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0027.flac,,,,/tmp/phi1/dataset/000385.npy
386,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/130726/652-130726-0004.flac,,,,/tmp/phi1/dataset/000386.npy
387,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153948/2412-153948-0001.flac,,,,/tmp/phi1/dataset/000387.npy
388,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43363/5536-43363-0017.flac,,,,/tmp/phi1/dataset/000388.npy
389,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0008.flac,,,,/tmp/phi1/dataset/000389.npy
390,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0023.flac,,,,/tmp/phi1/dataset/000390.npy
391,train,clean_speech,8842,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8842/302203/8842-302203-0001.flac,,,,/tmp/phi1/dataset/000391.npy
392,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43359/5536-43359-0005.flac,,,,/tmp/phi1/dataset/000392.npy
393,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64038/5694-64038-0019.flac,,,,/tmp/phi1/dataset/000393.npy
394,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0000.flac,,,,/tmp/phi1/dataset/000394.npy
395,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0038.flac,,,,/tmp/phi1/dataset/000395.npy
396,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0052.flac,,,,/tmp/phi1/dataset/000396.npy
397,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/66616/6241-66616-0003.flac,,,,/tmp/phi1/dataset/000397.npy
398,train,clean_speech,3170,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3170/137482/3170-137482-0039.flac,,,,/tmp/phi1/dataset/000398.npy
399,train,clean_speech,251,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/251/136532/251-136532-0012.flac,,,,/tmp/phi1/dataset/000399.npy
400,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/76958/6313-76958-0029.flac,,,,/tmp/phi1/dataset/000400.npy
401,train,clean_speech,6295,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6295/244435/6295-244435-0033.flac,,,,/tmp/phi1/dataset/000401.npy
402,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/161169/2803-161169-0008.flac,,,,/tmp/phi1/dataset/000402.npy
403,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/161169/2803-161169-0007.flac,,,,/tmp/phi1/dataset/000403.npy
404,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93302/6345-93302-0029.flac,,,,/tmp/phi1/dataset/000404.npy
405,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64025/5694-64025-0010.flac,,,,/tmp/phi1/dataset/000405.npy
406,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275155/8297-275155-0029.flac,,,,/tmp/phi1/dataset/000406.npy
407,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0041.flac,,,,/tmp/phi1/dataset/000407.npy
408,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0019.flac,,,,/tmp/phi1/dataset/000408.npy
409,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/130726/652-130726-0035.flac,,,,/tmp/phi1/dataset/000409.npy
410,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/281318/7850-281318-0010.flac,,,,/tmp/phi1/dataset/000410.npy
411,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/84280/174-84280-0004.flac,,,,/tmp/phi1/dataset/000411.npy
412,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0011.flac,,,,/tmp/phi1/dataset/000412.npy
413,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275156/8297-275156-0002.flac,,,,/tmp/phi1/dataset/000413.npy
414,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/61943/6241-61943-0025.flac,,,,/tmp/phi1/dataset/000414.npy
415,train,clean_speech,3170,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3170/137482/3170-137482-0000.flac,,,,/tmp/phi1/dataset/000415.npy
416,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43358/5536-43358-0002.flac,,,,/tmp/phi1/dataset/000416.npy
417,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/76958/6313-76958-0017.flac,,,,/tmp/phi1/dataset/000417.npy
418,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0002.flac,,,,/tmp/phi1/dataset/000418.npy
419,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0001.flac,,,,/tmp/phi1/dataset/000419.npy
420,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0003.flac,,,,/tmp/phi1/dataset/000420.npy
421,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/168635/174-168635-0018.flac,,,,/tmp/phi1/dataset/000421.npy
422,train,clean_speech,8842,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8842/302196/8842-302196-0006.flac,,,,/tmp/phi1/dataset/000422.npy
423,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34629/5895-34629-0030.flac,,,,/tmp/phi1/dataset/000423.npy
424,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0003.flac,,,,/tmp/phi1/dataset/000424.npy
425,train,clean_speech,6319,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6319/64726/6319-64726-0007.flac,,,,/tmp/phi1/dataset/000425.npy
426,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0020.flac,,,,/tmp/phi1/dataset/000426.npy
427,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/154328/2803-154328-0020.flac,,,,/tmp/phi1/dataset/000427.npy
428,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/105575/7976-105575-0029.flac,,,,/tmp/phi1/dataset/000428.npy
429,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83699/2428-83699-0042.flac,,,,/tmp/phi1/dataset/000429.npy
430,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0018.flac,,,,/tmp/phi1/dataset/000430.npy
431,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0006.flac,,,,/tmp/phi1/dataset/000431.npy
432,train,clean_speech,251,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/251/118436/251-118436-0011.flac,,,,/tmp/phi1/dataset/000432.npy
433,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275156/8297-275156-0005.flac,,,,/tmp/phi1/dataset/000433.npy
434,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0047.flac,,,,/tmp/phi1/dataset/000434.npy
435,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0011.flac,,,,/tmp/phi1/dataset/000435.npy
436,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0007.flac,,,,/tmp/phi1/dataset/000436.npy
437,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153948/2412-153948-0013.flac,,,,/tmp/phi1/dataset/000437.npy
438,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/64257/6345-64257-0001.flac,,,,/tmp/phi1/dataset/000438.npy
439,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/24833/1988-24833-0004.flac,,,,/tmp/phi1/dataset/000439.npy
440,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/61946/6241-61946-0023.flac,,,,/tmp/phi1/dataset/000440.npy
441,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64029/5694-64029-0016.flac,,,,/tmp/phi1/dataset/000441.npy
442,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/66125/6313-66125-0025.flac,,,,/tmp/phi1/dataset/000442.npy
443,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/141231/1272-141231-0030.flac,,,,/tmp/phi1/dataset/000443.npy
444,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275155/8297-275155-0020.flac,,,,/tmp/phi1/dataset/000444.npy
445,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143396/1673-143396-0006.flac,,,,/tmp/phi1/dataset/000445.npy
446,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/286674/7850-286674-0009.flac,,,,/tmp/phi1/dataset/000446.npy
447,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153947/2412-153947-0010.flac,,,,/tmp/phi1/dataset/000447.npy
448,train,clean_speech,251,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/251/136532/251-136532-0017.flac,,,,/tmp/phi1/dataset/000448.npy
449,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0010.flac,,,,/tmp/phi1/dataset/000449.npy
450,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/154328/2803-154328-0004.flac,,,,/tmp/phi1/dataset/000450.npy
451,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0005.flac,,,,/tmp/phi1/dataset/000451.npy
452,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0007.flac,,,,/tmp/phi1/dataset/000452.npy
453,train,clean_speech,6313,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6313/76958/6313-76958-0014.flac,,,,/tmp/phi1/dataset/000453.npy
454,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/66616/6241-66616-0018.flac,,,,/tmp/phi1/dataset/000454.npy
455,train,clean_speech,8297,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8297/275156/8297-275156-0010.flac,,,,/tmp/phi1/dataset/000455.npy
456,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0048.flac,,,,/tmp/phi1/dataset/000456.npy
457,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143396/1673-143396-0020.flac,,,,/tmp/phi1/dataset/000457.npy
458,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64038/5694-64038-0018.flac,,,,/tmp/phi1/dataset/000458.npy
459,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0042.flac,,,,/tmp/phi1/dataset/000459.npy
460,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0010.flac,,,,/tmp/phi1/dataset/000460.npy
461,train,clean_speech,777,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/777/126732/777-126732-0065.flac,,,,/tmp/phi1/dataset/000461.npy
462,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93302/6345-93302-0009.flac,,,,/tmp/phi1/dataset/000462.npy
463,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34615/5895-34615-0002.flac,,,,/tmp/phi1/dataset/000463.npy
464,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0017.flac,,,,/tmp/phi1/dataset/000464.npy
465,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34629/5895-34629-0030.flac,,,,/tmp/phi1/dataset/000465.npy
466,train,clean_speech,1993,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1993/147964/1993-147964-0009.flac,,,,/tmp/phi1/dataset/000466.npy
467,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/148538/1988-148538-0001.flac,,,,/tmp/phi1/dataset/000467.npy
468,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0014.flac,,,,/tmp/phi1/dataset/000468.npy
469,train,clean_speech,3752,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3752/4943/3752-4943-0025.flac,,,,/tmp/phi1/dataset/000469.npy
470,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0033.flac,,,,/tmp/phi1/dataset/000470.npy
471,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/66616/6241-66616-0006.flac,,,,/tmp/phi1/dataset/000471.npy
472,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/111771/7850-111771-0000.flac,,,,/tmp/phi1/dataset/000472.npy
473,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43359/5536-43359-0002.flac,,,,/tmp/phi1/dataset/000473.npy
474,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0039.flac,,,,/tmp/phi1/dataset/000474.npy
475,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/135031/1272-135031-0000.flac,,,,/tmp/phi1/dataset/000475.npy
476,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43359/5536-43359-0013.flac,,,,/tmp/phi1/dataset/000476.npy
477,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/154328/2803-154328-0018.flac,,,,/tmp/phi1/dataset/000477.npy
478,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64025/5694-64025-0016.flac,,,,/tmp/phi1/dataset/000478.npy
479,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/66616/6241-66616-0005.flac,,,,/tmp/phi1/dataset/000479.npy
480,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/129742/652-129742-0005.flac,,,,/tmp/phi1/dataset/000480.npy
481,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43363/5536-43363-0008.flac,,,,/tmp/phi1/dataset/000481.npy
482,train,clean_speech,1993,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1993/147964/1993-147964-0004.flac,,,,/tmp/phi1/dataset/000482.npy
483,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/161169/2803-161169-0004.flac,,,,/tmp/phi1/dataset/000483.npy
484,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64025/5694-64025-0002.flac,,,,/tmp/phi1/dataset/000484.npy
485,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/50561/174-50561-0013.flac,,,,/tmp/phi1/dataset/000485.npy
486,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/105575/7976-105575-0029.flac,,,,/tmp/phi1/dataset/000486.npy
487,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0005.flac,,,,/tmp/phi1/dataset/000487.npy
488,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0020.flac,,,,/tmp/phi1/dataset/000488.npy
489,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/110523/7976-110523-0012.flac,,,,/tmp/phi1/dataset/000489.npy
490,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0048.flac,,,,/tmp/phi1/dataset/000490.npy
491,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0023.flac,,,,/tmp/phi1/dataset/000491.npy
492,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0037.flac,,,,/tmp/phi1/dataset/000492.npy
493,train,clean_speech,84,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/84/121550/84-121550-0013.flac,,,,/tmp/phi1/dataset/000493.npy
494,train,clean_speech,174,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/174/50561/174-50561-0011.flac,,,,/tmp/phi1/dataset/000494.npy
495,train,clean_speech,6345,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6345/93306/6345-93306-0025.flac,,,,/tmp/phi1/dataset/000495.npy
496,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83699/2428-83699-0025.flac,,,,/tmp/phi1/dataset/000496.npy
497,train,clean_speech,251,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/251/118436/251-118436-0007.flac,,,,/tmp/phi1/dataset/000497.npy
498,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0031.flac,,,,/tmp/phi1/dataset/000498.npy
499,train,clean_speech,1988,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1988/24833/1988-24833-0017.flac,,,,/tmp/phi1/dataset/000499.npy
500,train,clean_speech,5694,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5694/64038/5694-64038-0022.flac,,,,/tmp/phi1/dataset/000500.npy
501,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83699/2428-83699-0006.flac,,,,/tmp/phi1/dataset/000501.npy
502,train,clean_speech,7976,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7976/105575/7976-105575-0013.flac,,,,/tmp/phi1/dataset/000502.npy
503,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43359/5536-43359-0011.flac,,,,/tmp/phi1/dataset/000503.npy
504,train,clean_speech,6295,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6295/244435/6295-244435-0009.flac,,,,/tmp/phi1/dataset/000504.npy
505,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43363/5536-43363-0007.flac,,,,/tmp/phi1/dataset/000505.npy
506,train,clean_speech,6241,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6241/66616/6241-66616-0012.flac,,,,/tmp/phi1/dataset/000506.npy
507,train,clean_speech,2428,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2428/83705/2428-83705-0004.flac,,,,/tmp/phi1/dataset/000507.npy
508,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/161169/2803-161169-0010.flac,,,,/tmp/phi1/dataset/000508.npy
509,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0009.flac,,,,/tmp/phi1/dataset/000509.npy
510,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0020.flac,,,,/tmp/phi1/dataset/000510.npy
511,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34629/5895-34629-0015.flac,,,,/tmp/phi1/dataset/000511.npy
512,train,clean_speech,652,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/652/129742/652-129742-0015.flac,,,,/tmp/phi1/dataset/000512.npy
513,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/73752/7850-73752-0001.flac,,,,/tmp/phi1/dataset/000513.npy
514,train,clean_speech,84,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/84/121550/84-121550-0005.flac,,,,/tmp/phi1/dataset/000514.npy
515,train,clean_speech,7850,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/7850/111771/7850-111771-0004.flac,,,,/tmp/phi1/dataset/000515.npy
516,train,clean_speech,2803,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2803/161169/2803-161169-0015.flac,,,,/tmp/phi1/dataset/000516.npy
517,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0014.flac,,,,/tmp/phi1/dataset/000517.npy
518,train,clean_speech,3853,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3853/163249/3853-163249-0013.flac,,,,/tmp/phi1/dataset/000518.npy
519,train,clean_speech,1673,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1673/143397/1673-143397-0010.flac,,,,/tmp/phi1/dataset/000519.npy
520,train,clean_speech,2078,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2078/142845/2078-142845-0051.flac,,,,/tmp/phi1/dataset/000520.npy
521,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0002.flac,,,,/tmp/phi1/dataset/000521.npy
522,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0020.flac,,,,/tmp/phi1/dataset/000522.npy
523,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43358/5536-43358-0008.flac,,,,/tmp/phi1/dataset/000523.npy
524,train,clean_speech,5536,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5536/43363/5536-43363-0014.flac,,,,/tmp/phi1/dataset/000524.npy
525,train,clean_speech,6295,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/6295/64301/6295-64301-0016.flac,,,,/tmp/phi1/dataset/000525.npy
526,train,clean_speech,1993,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1993/147965/1993-147965-0006.flac,,,,/tmp/phi1/dataset/000526.npy
527,train,clean_speech,2086,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2086/149220/2086-149220-0033.flac,,,,/tmp/phi1/dataset/000527.npy
528,train,clean_speech,1272,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/1272/128104/1272-128104-0004.flac,,,,/tmp/phi1/dataset/000528.npy
529,train,clean_speech,5895,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/5895/34629/5895-34629-0018.flac,,,,/tmp/phi1/dataset/000529.npy
530,train,clean_speech,2412,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/2412/153954/2412-153954-0006.flac,,,,/tmp/phi1/dataset/000530.npy
531,train,clean_speech,8842,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/8842/304647/8842-304647-0013.flac,,,,/tmp/phi1/dataset/000531.npy
532,train,clean_speech,3576,/home/aidevcon/Downloads/DATASET/librispeech/LibriSpeech/dev-clean/3576/138058/3576-138058-0022.flac,,,,/tmp/phi1/dataset/000532.npy
